(50.0, 5.295181279666667)
(55.0, 7.565282611)
(60.0, 10.793133507)
(65.0, 14.993152719999998)
(70.0, 19.118466207)
(75.0, 26.388168872666665)
(80.0, 32.35150346566667)
(85.0, 41.31111221866667)
(90.0, 52.52014280266667)
(95.0, 63.33859282266667)
#ADDPOINTS
(100.0, 75.796663644)
(105.0, 91.956622844)
(110.0, 106.685601372)
(115.0, 129.16792966)
(120.0, 151.05321791)
(125.0, 172.264379055)
(130.0, 216.491724796)
(135.0, 242.672732777)
(140.0, 267.266103958)
(145.0, 304.962738122)
(150.0, 356.464912988)
(155.0, 387.771013594)
(160.0, 452.617451173)
(165.0, 507.282163172)
(170.0, 545.432510251)
(175.0, 614.072594119)
(180.0, 660.346635746)
(185.0, 734.768556389)
(190.0, 806.134665988)
(205.0, 1049.30378364)
(210.0, 1165.6411719)
(215.0, 1202.721012401)
(220.0, 1369.186119994)
(225.0, 1430.443685757)
(230.0, 1538.155236054)
(235.0, 1610.435299474)
(240.0, 1694.475630007)
(245.0, 1877.913781317)
(250.0, 1972.275599588)
(255.0, 2139.208495453)
(260.0, 2259.702923439)
(265.0, 2410.356582954)
(270.0, 2512.888924536)
(275.0, 2706.484453534)
(280.0, 2776.959922762)
(285.0, 2979.156803839)
(290.0, 3133.098890212)
(295.0, 3153.196670839)
(300.0, 3369.820560902)
