(	50	,	5963.096491525740000	)
(	51	,	12187.207853424200000	)
(	52	,	25037.658929299700000	)
(	53	,	51701.243249932300000	)
(	54	,	107299.246156670000000	)
(	55	,	223798.206424854000000	)

#ADDPOINTS
(	70	,	24311582237.560600000000000	)
(	74	,	635102539511.315000000000000	)
(	78	,	17754120052166.100000000000000	)
(	82	,	530101406525970.000000000000000	)
(	86	,	16875538206918600.000000000000000	)
(	90	,	571845794397537000.000000000000000	)
(	94	,	20594505915975200000.000000000000000	)
(	98	,	787125834194010000000.000000000000000	)
(	102	,	31883318956751000000000.000000000000000	)
(	106	,	1366940020606590000000000.000000000000000	)
(	110	,	61954503315944200000000000.000000000000000	)
(	114	,	2965056803772300000000000000.000000000000000	)
(	118	,	149677019571041000000000000000.000000000000000	)
(	122	,	7961381216182760000000000000000.000000000000000	)
(	126	,	445763208556902000000000000000000.000000000000000	)
(	130	,	26247884015567700000000000000000000.000000000000000	)
(	134	,	1623937702716580000000000000000000000.000000000000000	)
(	138	,	105476987933827000000000000000000000000.000000000000000	)


