(50.0, 1.1038976743333333)
(55.0, 1.7457896743333332)
(60.0, 2.6107062646666668)
(65.0, 3.613148409333333)
(70.0, 5.107555591666666)
(75.0, 7.076981054)
(80.0, 9.483726787)
(85.0, 12.622188404333334)
(90.0, 16.010833187)
(95.0, 20.895623629333333)
(100.0, 25.833478465333332)
(105.0, 31.973458910333335)
(110.0, 40.79604761133333)
(115.0, 50.52915888166666)
(120.0, 59.65915598833334)
(125.0, 72.52524559966666)
(130.0, 85.08967064866667)
(135.0, 100.77114805499998)
(140.0, 120.874525555)
(145.0, 141.842325299)
(150.0, 166.18292172966667)
(155.0, 191.48670134933332)
(160.0, 218.83752035766668)
(165.0, 251.20592933966668)
(170.0, 299.991879831)
(175.0, 330.21244326133336)
(180.0, 375.46049852100003)
(185.0, 419.01739924866666)
(190.0, 467.137246239)
(195.0, 534.794151875)
(200.0, 595.452001192)
(205.0, 678.1438855663333)
(210.0, 725.4894013936668)
(215.0, 818.1963423596666)
(220.0, 894.156969494)
(225.0, 1006.0167283513333)
(230.0, 1104.586305282)
(235.0, 1203.834172473)
(240.0, 1350.0056380196665)
(245.0, 1467.2403333266666)
(250.0, 1605.3625460256665)
(255.0, 1749.2051752376667)
(260.0, 1877.8562082143333)
(265.0, 2102.5032202713332)
(270.0, 2280.4465892876665)
(275.0, 2428.010380309)
(280.0, 2654.510249325667)
(285.0, 2839.1586904846667)
(290.0, 3115.40723362)
(295.0, 3351.7531215346667)
(300.0, 3544.674267204)
(305.0, 3894.7648919463336)
(310.0, 4184.128623038333)
(315.0, 4565.282082681667)
(320.0, 4797.303894315667)
(325.0, 5121.520150165)
(330.0, 5605.96301059)
(335.0, 5908.888857795667)
(340.0, 6327.853053572667)
(345.0, 6766.0715311643335)
(350.0, 7322.431747757334)
