(30.0, 0.40020529499999996)
(35.0, 0.5991911339999999)
(40.0, 1.1088551123333332)
(45.0, 1.8526182196666667)
(50.0, 3.1367446196666666)
(55.0, 5.081254640666667)
(60.0, 7.594112921333334)
(65.0, 11.309797568)
(70.0, 16.414959659)
(75.0, 23.177118384666667)
(80.0, 32.30976651266667)
(85.0, 43.515155316333335)
(90.0, 57.83755054600001)
(95.0, 74.88783135266667)
(100.0, 97.66698503633334)
(105.0, 122.81486230266667)
(110.0, 156.17263784333335)
(115.0, 194.58844869100002)
(120.0, 239.94072659699998)
(125.0, 293.0532888356667)
(130.0, 357.03800616433335)
(135.0, 425.801314799)
(140.0, 510.065694571)
(145.0, 608.8051808376666)
(150.0, 727.518567396)
(155.0, 855.6897627796667)
(160.0, 982.678377695)
(165.0, 1145.432159493)
(170.0, 1317.4395679563333)
(175.0, 1520.5167634233333)
(180.0, 1757.9973005743334)
(185.0, 2026.8016093420001)
(190.0, 2306.820801481)
(195.0, 2621.148866801667)
(200.0, 2975.9250280600004)
(205.0, 3347.2045076196664)
(210.0, 3793.3882276626664)
(215.0, 4247.573330948333)
(220.0, 4729.099325252667)
(225.0, 5298.527761272667)
(230.0, 5866.042131591)
(235.0, 6541.384677475001)
(240.0, 7267.125919757334)
(245.0, 8060.655519668333)
(250.0, 8840.790899057)
